Date,Packet Loss,Min,Avg,Max,Standard_Deviation
Sun Apr 16 21:06:27,0%,262.540,262.663,262.838,0.329
Sun Apr 16 22:06:58,0%,262.580,262.710,262.890,0.692
Sun Apr 16 23:07:22,0%,262.639,262.745,262.856,0.432
Mon Apr 17 00:07:51,0%,262.594,262.740,263.021,0.569
Mon Apr 17 01:08:16,0%,262.586,262.696,262.987,0.673
Mon Apr 17 02:08:41,0%,262.532,262.659,262.768,0.461
Mon Apr 17 03:09:11,0%,262.576,262.736,262.895,0.566
Mon Apr 17 04:09:40,0%,262.592,262.733,263.383,0.459
Mon Apr 17 05:10:10,0%,262.531,262.656,262.919,0.520
Mon Apr 17 06:10:35,0%,262.600,262.770,262.973,0.195
Mon Apr 17 07:11:05,0%,262.584,262.723,262.845,0.710
Mon Apr 17 08:11:29,0%,262.586,262.726,262.861,0.544
Mon Apr 17 09:12:00,0%,262.516,262.667,262.799,0.078
Mon Apr 17 10:12:29,0%,262.663,262.776,263.132,0.548
Mon Apr 17 11:12:54,0%,262.640,262.809,263.010,0.694
Mon Apr 17 12:13:24,0%,262.562,262.668,262.799,0.631
Mon Apr 17 13:13:53,0%,262.912,263.015,263.212,0.710
Mon Apr 17 14:14:23,0%,262.853,263.066,264.714,0.642
Mon Apr 17 15:14:52,0%,262.837,262.937,263.040,0.631
Mon Apr 17 16:15:22,0%,379.221,388.693,394.857,4.213
Mon Apr 17 17:15:58,0%,391.603,394.459,394.904,0.888
Mon Apr 17 18:16:43,5%,393.836,394.692,395.410,0.927
Mon Apr 17 19:17:29,0%,389.626,394.262,395.228,1.270
Mon Apr 17 20:18:09,0%,336.247,348.770,364.309,6.709
Mon Apr 17 21:18:42,0%,262.842,262.951,263.210,0.635
Mon Apr 17 22:19:13,0%,262.791,262.971,263.634,0.522
Mon Apr 17 23:19:42,0%,262.887,262.993,263.268,0.694
Tue Apr 18 00:20:12,0%,262.899,262.984,263.163,0.710
Tue Apr 18 01:20:42,0%,262.831,262.938,263.137,0.241
Tue Apr 18 02:21:12,0%,262.816,262.979,263.199,0.435
Tue Apr 18 03:21:41,0%,262.887,263.058,263.236,0.254
Tue Apr 18 04:22:11,0%,262.907,263.058,263.293,0.654
Tue Apr 18 05:22:41,0%,262.841,262.944,263.171,0.633
Tue Apr 18 06:23:13,0%,262.825,262.942,263.069,0.588
Tue Apr 18 07:23:42,0%,262.889,263.001,263.099,0.432
Tue Apr 18 08:24:13,0%,262.849,262.943,263.133,0.612
Tue Apr 18 09:24:45,0%,262.902,263.014,263.212,0.076
Tue Apr 18 10:25:15,0%,262.901,263.039,263.295,0.494
Tue Apr 18 11:25:45,0%,262.911,263.048,263.263,0.611
Tue Apr 18 12:26:15,0%,262.864,262.988,263.142,0.542
Tue Apr 18 13:26:44,0%,262.872,263.015,263.309,0.550
Tue Apr 18 14:27:14,0%,262.894,263.035,263.292,0.636
Tue Apr 18 15:27:44,0%,262.916,263.089,263.435,0.639
Tue Apr 18 16:28:10,0%,262.958,263.220,264.452,0.575
Tue Apr 18 17:28:39,0%,276.118,285.648,293.925,4.763
Tue Apr 18 18:29:10,0%,262.944,263.095,263.334,0.616
Tue Apr 18 19:29:40,0%,296.730,297.020,298.130,0.521
Tue Apr 18 20:30:10,0%,296.749,296.878,297.233,0.103
Tue Apr 18 21:30:40,0%,296.702,296.863,297.117,0.396
Tue Apr 18 22:31:11,0%,296.729,296.890,297.124,0.672
Tue Apr 18 23:31:36,0%,299.224,299.368,299.533,0.605
Wed Apr 19 00:32:07,0%,299.264,299.382,299.693,0.740
Wed Apr 19 01:32:37,0%,299.181,299.363,299.600,0.442
Wed Apr 19 02:33:08,0%,299.301,299.419,299.565,0.716
Wed Apr 19 03:33:37,0%,299.206,299.363,299.543,0.582
Wed Apr 19 04:34:08,0%,299.265,299.372,299.614,0.697
Wed Apr 19 05:34:37,0%,299.228,299.397,299.714,0.586
Wed Apr 19 06:35:08,0%,299.354,299.500,299.683,0.741
Wed Apr 19 07:35:38,0%,299.403,299.484,299.616,0.757
Wed Apr 19 08:36:09,0%,299.274,299.448,300.432,0.382
Wed Apr 19 09:36:39,0%,299.240,299.443,299.889,0.568
Wed Apr 19 10:37:09,0%,299.243,299.435,299.840,0.509
Wed Apr 19 11:37:40,0%,299.210,299.437,300.249,0.781
Wed Apr 19 12:38:24,5%,299.307,299.475,299.981,0.580
Wed Apr 19 13:39:08,0%,299.236,299.451,299.799,0.768
Wed Apr 19 14:39:53,0%,299.375,299.520,299.747,0.500
Wed Apr 19 15:40:38,0%,299.282,299.461,299.654,0.721
Wed Apr 19 16:41:22,0%,300.546,300.853,301.432,0.740
