Date,Packet Loss,Min,Avg,Max,Standard_Deviation
Wed Apr 19 08:58:23,0%,67.298,67.444,67.696,0.288
Wed Apr 19 09:58:43,0%,67.345,67.443,67.639,0.285
Wed Apr 19 10:59:02,0%,67.322,67.448,67.955,0.254
Wed Apr 19 11:59:21,0%,67.359,67.426,67.703,0.277
Wed Apr 19 12:59:41,0%,67.317,67.463,67.924,0.351
Wed Apr 19 14:00:00,0%,67.331,67.463,68.131,0.366
Wed Apr 19 15:00:20,0%,67.312,67.469,68.276,0.229
Wed Apr 19 16:00:39,0%,67.360,67.441,67.673,0.219
Wed Apr 19 17:00:58,0%,67.330,67.494,68.279,0.298
Wed Apr 19 18:01:18,0%,67.347,67.425,67.547,0.353
Wed Apr 19 19:01:37,0%,67.338,67.403,67.704,0.317
Wed Apr 19 20:01:57,0%,67.304,67.413,67.676,0.249
Wed Apr 19 21:02:16,0%,67.342,67.429,67.941,0.205
Wed Apr 19 22:02:35,0%,67.294,67.581,68.970,0.454
Wed Apr 19 23:02:55,0%,67.325,67.462,68.104,0.382
Thu Apr 20 00:03:15,0%,67.304,67.497,67.983,0.378
Thu Apr 20 01:03:34,0%,67.322,67.548,68.094,0.389
Thu Apr 20 02:03:53,0%,67.366,67.504,67.886,0.384
Thu Apr 20 03:04:13,0%,67.324,67.466,67.984,0.283
Thu Apr 20 04:04:32,0%,67.329,67.504,67.878,0.260
Thu Apr 20 05:04:51,0%,67.359,67.537,68.215,0.413
Thu Apr 20 06:05:11,0%,67.345,67.544,68.120,0.377
Thu Apr 20 07:05:30,0%,67.302,67.404,67.600,0.302
Thu Apr 20 08:05:50,0%,67.322,67.446,67.537,0.223
Thu Apr 20 09:06:10,0%,67.359,67.458,68.068,0.315
Thu Apr 20 10:06:29,0%,67.318,67.395,67.626,0.254
Thu Apr 20 11:06:49,0%,67.332,67.456,67.694,0.310
Thu Apr 20 12:07:08,0%,67.322,67.448,67.867,0.200
Thu Apr 20 13:07:27,0%,67.330,67.447,67.793,0.357
Thu Apr 20 14:07:47,0%,67.335,67.417,67.513,0.265
Thu Apr 20 15:08:06,0%,67.324,67.472,67.866,0.281
Thu Apr 20 16:08:26,0%,67.294,67.430,67.840,0.324
Thu Apr 20 17:08:45,0%,67.354,67.467,67.854,0.349
Thu Apr 20 18:09:05,0%,67.278,67.395,67.631,0.195
Thu Apr 20 19:09:24,0%,67.355,67.453,67.789,0.215
Thu Apr 20 20:09:44,0%,67.332,67.447,67.661,0.322
Thu Apr 20 21:10:03,0%,67.318,67.406,67.651,0.229
Thu Apr 20 22:10:23,0%,67.347,67.441,67.737,0.328
Thu Apr 20 23:10:44,0%,67.368,76.270,85.709,7.330
Fri Apr 21 00:11:03,0%,67.337,67.478,67.921,0.346
Fri Apr 21 01:11:23,0%,67.327,67.512,68.007,0.385
Fri Apr 21 02:11:42,0%,67.316,67.442,67.911,0.316
Fri Apr 21 03:12:02,0%,67.318,67.467,67.854,0.258
Fri Apr 21 04:12:21,0%,67.295,67.388,67.502,0.277
Fri Apr 21 05:12:41,0%,67.358,67.442,67.591,0.266
Fri Apr 21 06:13:00,0%,67.337,67.519,68.256,0.402
Fri Apr 21 07:13:19,0%,67.365,67.444,67.547,0.265
Fri Apr 21 08:13:40,0%,67.298,67.428,67.685,0.351
Fri Apr 21 09:14:00,0%,67.335,67.394,67.498,0.331
Fri Apr 21 10:14:19,0%,67.307,67.437,67.678,0.225
Fri Apr 21 11:14:38,0%,67.344,67.480,68.015,0.248
Fri Apr 21 12:14:58,0%,67.320,67.458,68.383,0.297
Fri Apr 21 13:15:17,0%,67.320,67.467,67.808,0.173
Fri Apr 21 14:15:37,0%,67.316,67.407,67.659,0.161
Fri Apr 21 15:15:57,0%,67.303,67.442,67.773,0.374
Fri Apr 21 16:16:16,0%,67.317,67.429,67.801,0.359
Fri Apr 21 17:16:35,0%,67.359,67.448,67.775,0.147
Fri Apr 21 18:16:55,0%,67.352,67.449,67.959,0.264
Fri Apr 21 19:17:14,0%,67.326,67.413,67.555,0.325
Fri Apr 21 20:17:34,0%,67.310,67.419,67.701,0.081
Fri Apr 21 21:17:53,0%,67.289,67.427,67.701,0.077
Fri Apr 21 22:18:12,0%,67.322,67.481,67.805,0.308
Fri Apr 21 23:18:32,0%,67.334,67.517,68.395,0.386
Sat Apr 22 00:18:51,0%,67.351,67.441,67.802,0.278
Sat Apr 22 01:19:11,0%,67.299,67.457,67.825,0.180
Sat Apr 22 02:19:31,0%,67.303,67.455,67.630,0.318
Sat Apr 22 03:19:50,0%,67.318,67.429,67.675,0.242
Sat Apr 22 04:20:10,0%,67.326,67.455,67.903,0.373
Sat Apr 22 05:20:29,0%,67.346,67.441,67.724,0.173
Sat Apr 22 06:20:48,0%,77.327,77.401,77.475,0.308
Sat Apr 22 07:21:08,0%,77.310,77.424,77.617,0.263
Sat Apr 22 08:21:28,0%,77.284,77.450,77.975,0.178
Sat Apr 22 09:21:48,0%,77.351,77.485,77.934,0.257
Sat Apr 22 10:22:07,0%,77.316,77.399,77.684,0.275
Sat Apr 22 11:22:27,0%,67.308,67.473,68.079,0.271
Sat Apr 22 12:22:46,0%,67.277,67.428,67.917,0.157
Sat Apr 22 13:23:05,0%,67.327,67.460,67.740,0.234
Sat Apr 22 14:23:25,0%,67.339,67.435,67.718,0.172
Sat Apr 22 15:23:45,0%,67.296,67.390,67.536,0.292
Sat Apr 22 16:24:04,0%,67.305,67.490,67.909,0.360
Sat Apr 22 17:24:24,0%,67.311,67.452,67.716,0.360
Sat Apr 22 18:24:43,0%,67.292,67.415,67.856,0.321
Sat Apr 22 19:25:02,0%,67.337,67.459,67.733,0.322
Sat Apr 22 20:25:22,0%,67.318,67.410,67.565,0.362
Sat Apr 22 21:25:41,0%,67.273,67.405,67.482,0.265
Sat Apr 22 22:26:00,0%,67.295,67.406,67.565,0.063
Sat Apr 22 23:26:20,0%,67.339,67.420,67.708,0.274
Sun Apr 23 00:26:39,0%,67.301,67.476,67.867,0.354
Sun Apr 23 01:26:59,0%,67.315,67.436,67.704,0.101
Sun Apr 23 02:27:19,0%,67.344,67.442,67.804,0.361
Sun Apr 23 03:27:38,0%,67.286,67.394,67.622,0.126
Sun Apr 23 04:27:57,0%,67.273,67.406,67.689,0.132
Sun Apr 23 05:28:17,0%,67.300,67.504,68.697,0.463
Sun Apr 23 06:28:36,0%,67.303,67.418,67.932,0.382
Sun Apr 23 07:28:56,0%,67.290,67.432,67.714,0.323
Sun Apr 23 08:29:16,0%,67.300,67.447,67.876,0.262
Sun Apr 23 09:29:35,0%,67.278,67.408,67.550,0.209
Sun Apr 23 10:29:54,0%,67.309,67.467,67.712,0.225
Sun Apr 23 11:30:14,0%,67.341,67.465,67.684,0.299
Sun Apr 23 12:30:33,0%,67.261,67.356,67.558,0.155
Sun Apr 23 13:30:53,0%,67.276,67.422,67.640,0.232
Sun Apr 23 14:31:12,0%,67.297,67.419,67.757,0.350
Sun Apr 23 15:31:32,0%,67.292,67.379,67.506,0.099
Sun Apr 23 16:31:51,0%,67.282,67.424,67.645,0.298
Sun Apr 23 17:32:10,0%,67.316,67.398,67.615,0.256
Sun Apr 23 18:32:30,0%,67.299,67.416,68.119,0.276
Sun Apr 23 19:32:50,0%,67.252,67.421,67.799,0.269
Sun Apr 23 20:33:09,0%,67.281,67.410,67.745,0.302
Sun Apr 23 21:33:28,0%,67.295,67.397,67.802,0.210
Sun Apr 23 22:33:48,0%,67.266,67.563,68.003,0.280
Sun Apr 23 23:34:07,0%,67.333,67.420,67.738,0.359
Mon Apr 24 00:34:26,0%,67.313,67.447,67.742,0.357
Mon Apr 24 01:34:46,0%,67.308,67.494,68.284,0.374
Mon Apr 24 02:35:05,0%,67.317,67.464,67.973,0.306
Mon Apr 24 03:35:25,0%,67.274,67.424,67.835,0.140
Mon Apr 24 04:35:44,0%,67.331,67.466,67.789,0.279
Mon Apr 24 05:36:03,0%,67.331,67.408,67.524,0.173
Mon Apr 24 06:36:23,0%,67.299,67.415,67.685,0.087
Mon Apr 24 07:36:42,0%,67.310,67.440,67.711,0.243
Mon Apr 24 08:37:01,0%,67.337,67.516,67.954,0.271
Mon Apr 24 09:37:21,0%,67.345,67.526,68.421,0.389
Mon Apr 24 10:37:40,0%,67.252,67.391,67.749,0.313
Mon Apr 24 11:37:59,0%,67.319,67.428,67.771,0.226
Mon Apr 24 12:38:19,0%,67.297,67.403,67.834,0.379
Mon Apr 24 13:38:39,0%,67.313,67.430,67.838,0.223
Mon Apr 24 14:38:58,0%,67.281,67.429,67.849,0.352
Mon Apr 24 15:39:18,0%,67.302,67.381,67.510,0.046
Mon Apr 24 16:39:37,0%,67.291,67.398,67.630,0.272
Mon Apr 24 17:39:57,0%,67.294,67.478,67.984,0.345
Mon Apr 24 18:40:16,0%,67.314,67.463,67.756,0.359
Mon Apr 24 19:40:41,0%,67.320,67.420,67.902,0.234
Mon Apr 24 20:41:00,0%,67.325,67.474,67.899,0.324
Mon Apr 24 21:41:20,0%,67.286,67.462,67.869,0.371
Mon Apr 24 22:41:40,0%,67.315,67.420,67.601,0.184
Mon Apr 24 23:41:59,0%,67.322,67.473,67.746,0.172
Tue Apr 25 00:42:18,0%,67.352,67.477,68.284,0.208
Tue Apr 25 01:42:38,0%,67.282,67.480,68.443,0.314
Tue Apr 25 02:42:57,0%,67.320,67.404,67.755,0.330
Tue Apr 25 03:43:17,0%,67.332,67.487,68.080,0.201
Tue Apr 25 04:43:36,0%,67.324,67.394,67.664,0.365
Tue Apr 25 05:43:55,0%,67.316,67.476,68.007,0.363
Tue Apr 25 06:44:15,0%,67.301,67.389,67.447,0.091
Tue Apr 25 07:44:34,0%,67.291,67.428,67.960,0.267
Tue Apr 25 08:44:53,0%,67.364,67.582,68.185,0.297
Tue Apr 25 09:45:13,0%,67.379,67.516,67.746,0.373
Tue Apr 25 10:45:32,0%,67.345,67.479,67.717,0.237
Tue Apr 25 11:45:51,0%,67.299,67.389,67.716,0.367
Tue Apr 25 12:46:11,0%,67.329,67.424,67.757,0.289
Tue Apr 25 13:46:30,0%,67.338,67.464,67.956,0.206
Tue Apr 25 14:46:50,0%,67.327,67.458,67.721,0.361
Tue Apr 25 15:47:10,0%,67.338,67.434,67.845,0.134
Tue Apr 25 16:47:29,0%,67.313,67.398,67.605,0.273
Tue Apr 25 17:47:48,0%,67.306,67.407,67.614,0.242
Tue Apr 25 18:48:08,0%,67.301,67.538,67.976,0.372
Tue Apr 25 19:48:27,0%,67.365,67.510,68.455,0.396
Tue Apr 25 20:48:47,0%,67.366,67.541,68.152,0.313
Tue Apr 25 21:49:07,0%,67.264,67.406,67.637,0.346
Tue Apr 25 22:49:26,0%,67.313,67.446,67.651,0.223
Tue Apr 25 23:49:45,0%,67.364,67.437,67.807,0.343
