Date,Packet Loss,Min,Avg,Max,Standard_Deviation
Wed Apr 19 16:20:50,0%,67.332,67.478,67.970,0.248
Wed Apr 19 17:21:14,0%,67.317,67.419,67.646,0.255
Wed Apr 19 18:21:38,0%,67.324,67.451,67.722,0.344
Wed Apr 19 19:22:02,0%,67.346,67.458,68.066,0.323
Wed Apr 19 20:22:27,0%,67.334,67.446,67.800,0.357
Wed Apr 19 21:22:51,0%,67.342,67.443,67.843,0.304
Wed Apr 19 22:23:15,0%,67.309,67.449,68.291,0.410
Wed Apr 19 23:23:40,0%,67.364,67.439,67.752,0.319
Thu Apr 20 00:24:04,0%,67.292,67.486,68.363,0.378
Thu Apr 20 01:24:28,0%,67.307,67.498,67.766,0.364
Thu Apr 20 02:24:52,0%,67.340,67.546,68.008,0.381
Thu Apr 20 03:25:17,0%,67.336,67.501,68.197,0.278
Thu Apr 20 04:25:41,0%,67.261,67.422,67.618,0.094
Thu Apr 20 05:26:05,0%,67.289,67.486,68.137,0.314
Thu Apr 20 06:26:29,0%,67.330,67.428,67.628,0.210
Thu Apr 20 07:26:56,0%,67.321,67.513,67.795,0.180
Thu Apr 20 08:27:21,0%,67.348,67.433,67.555,0.174
Thu Apr 20 09:27:46,0%,67.335,67.403,67.573,0.266
Thu Apr 20 10:28:11,0%,67.326,67.439,67.714,0.291
Thu Apr 20 11:28:38,0%,67.313,67.481,68.148,0.192
Thu Apr 20 12:29:02,0%,67.308,67.404,67.650,0.247
Thu Apr 20 13:29:27,0%,67.347,67.449,67.729,0.322
Thu Apr 20 14:29:51,0%,67.307,67.494,68.229,0.358
Thu Apr 20 15:30:15,0%,67.330,67.434,67.529,0.289
Thu Apr 20 16:30:39,0%,67.360,67.483,68.352,0.320
Thu Apr 20 17:31:04,0%,67.327,67.431,67.680,0.331
Thu Apr 20 18:31:28,0%,67.317,67.420,67.952,0.139
Thu Apr 20 19:31:54,0%,67.335,67.414,67.732,0.284
Thu Apr 20 20:32:18,0%,67.352,67.450,67.673,0.171
Thu Apr 20 21:32:45,0%,67.340,67.411,67.582,0.352
Thu Apr 20 22:33:09,0%,67.324,67.434,67.612,0.347
Thu Apr 20 23:33:46,0%,67.305,67.485,67.984,0.282
Fri Apr 21 00:34:11,0%,67.296,67.468,67.849,0.295
Fri Apr 21 01:34:35,0%,67.327,67.479,67.869,0.272
Fri Apr 21 02:34:59,0%,67.354,67.468,67.928,0.284
Fri Apr 21 03:35:32,0%,67.370,67.475,67.806,0.256
Fri Apr 21 04:35:56,0%,67.299,67.524,68.101,0.303
Fri Apr 21 05:36:21,0%,67.352,67.461,67.793,0.283
Fri Apr 21 06:36:45,0%,67.327,67.440,67.739,0.298
Fri Apr 21 07:37:26,0%,67.308,67.496,68.310,0.328
Fri Apr 21 08:37:54,0%,67.300,67.421,67.581,0.324
Fri Apr 21 09:38:21,0%,67.305,67.412,67.728,0.241
Fri Apr 21 10:38:45,0%,67.318,67.423,67.719,0.274
Fri Apr 21 11:39:09,0%,67.313,67.435,67.617,0.159
Fri Apr 21 12:39:33,0%,67.319,67.424,67.682,0.360
Fri Apr 21 13:40:04,0%,67.307,67.460,67.854,0.126
Fri Apr 21 14:40:30,0%,67.308,67.441,68.031,0.266
Fri Apr 21 15:40:55,0%,67.262,67.396,67.660,0.222
Fri Apr 21 16:41:20,0%,67.324,67.386,67.446,0.122
Fri Apr 21 17:41:44,0%,67.321,67.403,67.504,0.191
Fri Apr 21 18:42:11,0%,67.329,67.441,67.860,0.379
Fri Apr 21 19:42:35,0%,67.326,67.423,68.006,0.198
Fri Apr 21 20:43:01,0%,67.309,67.437,67.838,0.288
Fri Apr 21 21:43:29,0%,67.351,67.442,67.654,0.229
Fri Apr 21 22:43:53,0%,67.312,67.412,67.588,0.239
Fri Apr 21 23:44:18,0%,67.341,67.490,68.042,0.240
Sat Apr 22 00:44:43,0%,67.377,67.453,67.994,0.224
Sat Apr 22 01:45:08,0%,67.273,67.443,67.687,0.203
Sat Apr 22 02:45:33,0%,67.324,67.405,67.553,0.323
Sat Apr 22 03:46:02,0%,67.302,67.434,67.684,0.198
Sat Apr 22 04:46:26,0%,67.350,67.454,67.847,0.217
Sat Apr 22 05:46:50,0%,67.285,67.393,67.625,0.268
Sat Apr 22 06:47:14,0%,77.302,77.478,78.136,0.353
Sat Apr 22 07:47:38,0%,77.313,77.407,77.708,0.196
Sat Apr 22 08:48:08,0%,77.266,77.383,77.662,0.247
Sat Apr 22 09:48:32,0%,77.327,77.414,77.925,0.319
Sat Apr 22 10:48:56,0%,67.344,67.429,67.739,0.225
Sat Apr 22 11:49:20,0%,67.296,67.440,67.810,0.246
Sat Apr 22 12:49:45,0%,67.293,67.423,67.874,0.273
Sat Apr 22 13:50:09,0%,67.294,67.442,67.827,0.137
Sat Apr 22 14:50:33,0%,67.305,67.411,67.947,0.127
Sat Apr 22 15:50:58,0%,67.317,67.416,67.666,0.348
Sat Apr 22 16:51:25,0%,67.313,67.391,67.615,0.302
Sat Apr 22 17:51:49,0%,67.327,67.433,67.888,0.252
Sat Apr 22 18:52:14,0%,67.345,67.428,67.733,0.084
Sat Apr 22 19:52:38,0%,67.277,67.426,68.401,0.279
Sat Apr 22 20:53:03,0%,67.304,67.399,67.477,0.206
Sat Apr 22 21:53:27,0%,67.332,67.449,67.772,0.326
Sat Apr 22 22:53:51,0%,67.292,67.419,67.760,0.228
Sat Apr 22 23:54:16,0%,67.316,67.479,68.496,0.381
Sun Apr 23 00:54:40,0%,67.303,67.400,67.788,0.355
Sun Apr 23 01:55:04,0%,67.292,67.401,67.580,0.268
Sun Apr 23 02:55:28,0%,67.273,67.392,67.673,0.110
Sun Apr 23 03:55:53,0%,67.338,67.433,67.704,0.308
Sun Apr 23 04:56:17,0%,67.293,67.425,67.842,0.373
Sun Apr 23 05:56:41,0%,67.292,67.445,67.815,0.363
Sun Apr 23 06:57:06,0%,67.322,67.440,67.714,0.192
Sun Apr 23 07:57:34,0%,67.296,67.443,67.853,0.379
Sun Apr 23 08:57:59,0%,67.355,67.525,67.903,0.360
Sun Apr 23 09:58:23,0%,67.308,67.443,68.176,0.270
Sun Apr 23 10:58:47,0%,67.329,67.416,67.612,0.305
Sun Apr 23 11:59:11,0%,67.316,67.424,67.593,0.302
Sun Apr 23 12:59:35,0%,67.286,67.399,67.520,0.253
Sun Apr 23 14:00:00,0%,67.282,67.385,67.626,0.282
Sun Apr 23 15:00:24,0%,67.292,67.470,67.978,0.249
Sun Apr 23 16:00:48,0%,67.306,67.452,68.127,0.341
Sun Apr 23 17:01:17,0%,67.307,67.403,67.636,0.284
Sun Apr 23 18:01:46,0%,67.289,67.427,67.644,0.249
Sun Apr 23 19:02:10,0%,67.306,67.375,67.459,0.341
Sun Apr 23 20:02:36,0%,67.319,67.403,67.712,0.338
Sun Apr 23 21:03:04,0%,67.324,67.391,67.548,0.098
Sun Apr 23 22:03:28,0%,67.322,67.639,68.438,0.333
Sun Apr 23 23:03:53,0%,67.327,67.461,68.055,0.180
Mon Apr 24 00:04:19,0%,67.346,67.463,67.976,0.256
Mon Apr 24 01:04:43,0%,67.308,67.397,67.490,0.321
Mon Apr 24 02:05:13,0%,67.271,67.445,67.803,0.319
Mon Apr 24 03:05:40,0%,67.280,67.413,67.836,0.364
Mon Apr 24 04:06:09,0%,67.317,67.444,68.064,0.296
Mon Apr 24 05:06:40,0%,67.363,67.473,67.963,0.377
Mon Apr 24 06:07:09,0%,67.273,67.480,67.971,0.361
Mon Apr 24 07:07:33,0%,67.302,67.502,68.190,0.408
Mon Apr 24 08:07:58,0%,67.323,67.407,67.554,0.052
Mon Apr 24 09:08:39,0%,67.310,67.418,68.071,0.325
Mon Apr 24 10:09:03,0%,67.295,67.416,67.823,0.347
Mon Apr 24 11:09:27,0%,67.319,67.415,67.653,0.180
Mon Apr 24 12:09:52,0%,67.312,67.427,67.789,0.358
Mon Apr 24 13:10:21,0%,67.316,67.502,68.549,0.339
Mon Apr 24 14:10:45,0%,67.269,67.425,67.677,0.293
Mon Apr 24 15:11:15,0%,67.286,67.437,68.115,0.404
Mon Apr 24 16:11:44,0%,67.277,67.423,67.832,0.363
Mon Apr 24 17:12:08,0%,67.325,67.556,68.212,0.397
Mon Apr 24 18:12:32,0%,67.301,67.441,68.005,0.266
Mon Apr 24 19:12:57,0%,67.303,67.397,67.702,0.189
Mon Apr 24 20:13:21,0%,67.294,67.386,67.496,0.171
Mon Apr 24 21:13:45,0%,67.282,67.448,67.733,0.146
Mon Apr 24 22:14:09,0%,67.316,67.393,67.538,0.061
Mon Apr 24 23:14:41,0%,67.315,67.454,67.677,0.257
Tue Apr 25 00:15:05,0%,67.290,67.464,67.926,0.353
Tue Apr 25 01:15:29,0%,67.294,67.378,67.463,0.275
Tue Apr 25 02:15:53,0%,67.308,67.406,67.688,0.202
Tue Apr 25 03:16:18,0%,67.348,67.477,68.060,0.389
Tue Apr 25 04:16:42,0%,67.336,67.479,67.955,0.186
Tue Apr 25 05:17:06,0%,67.356,67.462,67.683,0.093
Tue Apr 25 06:17:30,0%,67.288,67.496,67.868,0.388
Tue Apr 25 07:17:54,0%,67.341,67.492,68.381,0.356
Tue Apr 25 08:18:21,0%,67.263,67.477,67.929,0.341
Tue Apr 25 09:18:46,0%,67.333,67.479,67.790,0.191
Tue Apr 25 10:19:10,0%,67.335,67.512,68.129,0.412
Tue Apr 25 11:19:36,0%,67.332,67.427,67.689,0.116
