Date,Packet Loss,Min,Avg,Max,Standard_Deviation
Sun Apr 16 21:23:56,0%,153.997,154.234,154.597,0.477
Sun Apr 16 22:24:21,0%,154.125,154.260,154.491,0.342
Sun Apr 16 23:24:47,0%,154.091,154.197,154.318,0.283
Mon Apr 17 00:25:13,0%,154.011,154.172,154.359,0.473
Mon Apr 17 01:25:39,0%,154.091,154.188,154.326,0.254
Mon Apr 17 02:26:05,0%,154.072,154.211,154.745,0.311
Mon Apr 17 03:26:31,0%,154.089,154.204,154.350,0.530
Mon Apr 17 04:26:57,0%,154.079,154.237,154.378,0.471
Mon Apr 17 05:27:23,0%,154.085,154.215,154.423,0.313
Mon Apr 17 06:27:49,0%,154.137,154.219,154.340,0.354
Mon Apr 17 07:28:15,0%,154.027,154.201,154.398,0.520
Mon Apr 17 08:28:41,0%,154.039,154.195,154.357,0.489
Mon Apr 17 09:29:06,0%,153.998,154.230,154.465,0.553
Mon Apr 17 10:29:32,0%,154.030,154.137,154.440,0.490
Mon Apr 17 11:29:58,0%,153.977,154.174,154.375,0.489
Mon Apr 17 12:30:24,0%,154.023,154.181,154.622,0.305
Mon Apr 17 13:30:50,0%,154.098,154.201,154.617,0.445
Mon Apr 17 14:31:16,0%,154.106,154.181,154.339,0.136
Mon Apr 17 15:31:41,0%,154.069,154.293,155.950,0.665
Mon Apr 17 16:32:07,0%,154.027,154.195,154.344,0.453
Mon Apr 17 17:32:33,0%,154.136,154.269,154.368,0.357
Mon Apr 17 18:32:59,0%,154.076,154.231,154.433,0.424
Mon Apr 17 19:33:25,0%,154.104,154.263,154.582,0.443
Mon Apr 17 20:33:50,0%,154.134,154.248,154.569,0.534
Mon Apr 17 21:34:16,0%,154.065,154.241,154.387,0.086
Mon Apr 17 22:34:42,0%,154.142,154.266,154.452,0.338
Mon Apr 17 23:35:08,0%,154.057,154.226,154.354,0.486
Tue Apr 18 00:35:34,0%,154.079,154.195,154.341,0.530
Tue Apr 18 01:36:00,0%,154.075,154.195,154.299,0.435
Tue Apr 18 02:36:26,0%,154.113,154.203,154.410,0.143
Tue Apr 18 03:36:52,0%,154.038,154.247,154.397,0.196
Tue Apr 18 04:37:18,0%,154.103,154.244,154.400,0.360
Tue Apr 18 05:37:44,0%,154.156,154.243,154.426,0.501
Tue Apr 18 06:38:09,0%,154.059,154.231,154.834,0.185
Tue Apr 18 07:38:35,0%,154.059,154.289,155.134,0.217
Tue Apr 18 08:39:01,0%,154.068,154.198,154.331,0.069
Tue Apr 18 09:39:27,0%,154.054,154.229,154.709,0.417
Tue Apr 18 10:39:52,5%,154.099,154.243,154.555,0.168
Tue Apr 18 11:40:19,0%,154.101,154.250,154.399,0.486
Tue Apr 18 12:40:45,0%,154.078,154.199,154.509,0.112
Tue Apr 18 13:41:11,0%,154.077,154.208,154.693,0.542
Tue Apr 18 14:41:36,0%,154.119,154.290,154.469,0.156
Tue Apr 18 15:42:02,0%,154.105,154.243,154.394,0.438
Tue Apr 18 16:42:28,0%,154.136,154.231,154.327,0.544
Tue Apr 18 17:42:54,0%,154.119,154.226,154.337,0.375
Tue Apr 18 18:43:19,0%,154.112,154.307,155.094,0.424
Tue Apr 18 19:43:45,0%,154.197,154.358,155.131,0.509
Tue Apr 18 20:44:11,0%,154.124,154.255,154.363,0.398
Tue Apr 18 21:44:37,0%,154.245,154.357,154.563,0.506
Tue Apr 18 22:45:03,0%,154.075,154.265,154.524,0.521
Tue Apr 18 23:45:29,0%,156.677,156.870,157.482,0.437
Wed Apr 19 00:45:55,0%,156.685,156.776,157.051,0.342
Wed Apr 19 01:46:21,0%,156.623,156.758,156.841,0.487
Wed Apr 19 02:46:47,0%,156.650,156.777,156.968,0.148
Wed Apr 19 03:47:13,0%,156.646,156.761,156.998,0.404
Wed Apr 19 04:47:39,0%,156.676,156.939,159.547,0.725
Wed Apr 19 05:48:05,0%,156.661,156.823,157.129,0.451
Wed Apr 19 06:48:31,0%,156.660,156.810,156.947,0.442
Wed Apr 19 07:48:57,0%,156.648,156.795,156.918,0.506
Wed Apr 19 08:49:23,0%,156.606,156.728,157.030,0.344
Wed Apr 19 09:49:48,0%,156.659,156.900,158.225,0.607
Wed Apr 19 10:50:14,0%,156.628,156.847,157.745,0.342
Wed Apr 19 11:50:41,5%,156.673,156.888,157.870,0.364
Wed Apr 19 12:51:07,5%,156.699,156.824,157.116,0.380
Wed Apr 19 13:51:34,0%,156.625,156.776,157.156,0.277
Wed Apr 19 14:52:00,0%,156.640,156.779,157.001,0.554
Wed Apr 19 15:52:26,0%,156.681,156.786,156.960,0.522
Wed Apr 19 16:52:51,0%,156.674,160.334,162.069,1.817
Wed Apr 19 17:53:18,0%,156.604,156.822,157.060,0.517
Wed Apr 19 18:53:44,0%,156.756,157.005,158.369,0.400
Wed Apr 19 19:54:10,0%,156.723,156.849,157.143,0.236
Wed Apr 19 20:54:35,0%,156.758,156.903,157.138,0.540
Wed Apr 19 21:55:01,0%,156.764,156.885,157.002,0.490
Wed Apr 19 22:55:27,0%,156.713,156.822,157.152,0.558
Wed Apr 19 23:55:54,0%,156.656,156.821,157.090,0.294
Thu Apr 20 00:56:20,0%,156.631,156.784,156.922,0.258
Thu Apr 20 01:56:46,0%,156.702,156.836,157.307,0.471
Thu Apr 20 02:57:12,0%,156.685,156.804,157.021,0.405
Thu Apr 20 03:57:38,0%,156.734,156.877,157.180,0.547
Thu Apr 20 04:58:04,0%,156.713,156.845,157.041,0.205
Thu Apr 20 05:58:30,0%,156.655,156.821,156.962,0.520
Thu Apr 20 06:58:55,0%,156.712,156.963,157.825,0.488
Thu Apr 20 07:59:21,0%,156.729,156.966,157.860,0.391
Thu Apr 20 08:59:47,0%,156.659,156.892,157.283,0.487
Thu Apr 20 10:00:13,0%,156.687,156.855,157.077,0.448
Thu Apr 20 11:00:39,0%,156.640,156.772,156.867,0.382
Thu Apr 20 12:01:05,0%,156.633,156.768,156.883,0.142
Thu Apr 20 13:01:30,0%,156.780,156.866,157.074,0.318
Thu Apr 20 14:01:56,0%,156.751,156.830,156.921,0.310
Thu Apr 20 15:02:22,0%,156.678,156.839,157.007,0.198
Thu Apr 20 16:02:49,0%,156.736,156.871,157.013,0.261
Thu Apr 20 17:03:15,0%,156.740,156.949,157.779,0.409
Thu Apr 20 18:03:40,0%,156.707,156.867,157.179,0.449
Thu Apr 20 19:04:07,0%,156.740,156.920,157.337,0.348
Thu Apr 20 20:04:33,0%,156.681,156.865,157.030,0.316
Thu Apr 20 21:04:59,0%,156.805,156.927,157.208,0.463
Thu Apr 20 22:05:24,0%,156.733,156.851,157.091,0.507
Thu Apr 20 23:05:51,0%,156.686,156.862,157.668,0.445
Fri Apr 21 00:06:16,0%,156.703,156.840,157.042,0.539
Fri Apr 21 01:06:42,0%,156.683,156.788,156.930,0.536
Fri Apr 21 02:07:08,0%,156.746,156.906,157.061,0.476
Fri Apr 21 03:07:34,0%,156.690,156.830,156.992,0.315
Fri Apr 21 04:08:00,0%,156.634,156.845,156.984,0.195
Fri Apr 21 05:08:26,0%,156.674,156.840,156.981,0.441
Fri Apr 21 06:08:52,0%,156.689,156.860,157.776,0.437
Fri Apr 21 07:09:18,0%,156.705,156.837,157.392,0.520
