Date,Packet Loss,Min,Avg,Max,Standard_Deviation
Sun Apr 16 21:33:30,0%,72.618,72.730,73.161,0.388
Sun Apr 16 22:33:58,0%,72.567,72.753,73.261,0.412
Sun Apr 16 23:34:26,0%,73.201,73.324,73.801,0.201
Mon Apr 17 00:34:52,0%,72.578,72.842,73.756,0.388
Mon Apr 17 01:35:18,0%,72.986,74.155,78.920,1.340
Mon Apr 17 02:35:43,0%,73.203,73.467,75.156,0.491
Mon Apr 17 03:36:08,0%,72.546,72.683,73.207,0.345
Mon Apr 17 04:36:36,0%,72.575,72.873,73.767,0.384
Mon Apr 17 05:37:01,0%,72.570,72.839,73.734,0.493
Mon Apr 17 06:37:31,0%,72.563,72.897,73.565,0.487
Mon Apr 17 07:37:55,0%,72.570,72.942,74.084,0.564
Mon Apr 17 08:38:15,0%,73.184,73.680,79.270,1.350
Mon Apr 17 09:38:41,0%,73.182,73.488,74.798,0.519
Mon Apr 17 10:39:07,0%,72.565,72.734,73.471,0.226
Mon Apr 17 11:39:33,0%,73.191,73.633,75.426,0.668
Mon Apr 17 12:40:00,0%,72.603,73.077,74.786,0.639
Mon Apr 17 13:40:21,0%,73.200,73.670,75.358,0.712
Mon Apr 17 14:40:47,0%,73.156,73.440,75.507,0.550
Mon Apr 17 15:41:12,0%,73.174,74.630,90.543,3.776
Mon Apr 17 16:41:40,0%,72.587,72.826,73.597,0.417
Mon Apr 17 17:42:01,0%,72.577,72.737,73.485,0.405
Mon Apr 17 18:42:27,0%,73.202,73.525,74.576,0.463
Mon Apr 17 19:42:52,0%,72.594,72.890,73.377,0.380
Mon Apr 17 20:43:18,0%,73.188,73.728,75.812,0.683
Mon Apr 17 21:43:38,0%,73.177,73.485,74.876,0.442
Mon Apr 17 22:44:04,0%,72.577,84.270,112.731,10.314
Mon Apr 17 23:44:31,0%,73.200,73.622,77.245,0.956
Tue Apr 18 00:44:52,0%,73.206,74.512,87.317,2.995
Tue Apr 18 01:45:18,0%,72.635,73.934,77.916,1.442
Tue Apr 18 02:45:39,0%,73.229,73.774,76.018,0.793
Tue Apr 18 03:45:59,0%,73.185,73.839,75.694,0.908
Tue Apr 18 04:46:20,0%,72.661,72.927,73.518,0.410
Tue Apr 18 05:46:41,0%,72.609,78.561,88.544,6.899
Tue Apr 18 06:47:03,0%,72.567,73.410,79.224,1.424
Tue Apr 18 07:47:29,0%,73.184,73.501,76.578,0.808
Tue Apr 18 08:47:54,0%,72.582,72.880,73.582,0.365
Tue Apr 18 09:48:20,0%,72.562,72.941,74.481,0.569
Tue Apr 18 10:48:40,0%,72.611,74.607,81.647,3.116
Tue Apr 18 11:49:01,0%,73.250,74.540,76.772,1.007
Tue Apr 18 12:49:23,0%,73.176,73.567,75.262,0.628
Tue Apr 18 13:49:49,0%,73.257,74.032,77.086,0.904
